SKU,Name,Product Type,Website,Status,3D Model DWG,3D Model Object,BIM Objects,SketchUp,image-src,imagee-src,sku,,,
MLN-01,Bowline Single Seater,configurable,B2B,Enabled,,,,,,https://b2b.triconville.com/media/cache/attachment/resize/669/product_gallery_main/5cac14fd397dd899127044.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,5cac14fd397dd899127044.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/5cac14fd397dd899127044.jpg
LSE-01-TRAY,Lisse Middle Seater With Teak Tray,configurable,B2B,Enabled,Lisse_Middle_Seater_With_Teak_Tray_3D.zip,Lisse_Middle_Seater_With_Teak_Tray_3DObject.zip,,,,https://b2b.triconville.com/media/cache/attachment/resize/706/product_gallery_main/5dc37e011e707447025474.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,5dc37e011e707447025474.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/5dc37e011e707447025474.jpg
SVE-01,Suave Single Seater,configurable,B2B Dezign,Enabled,Suave_Single_Seater_3D.zip,Suave_Single_Seater_3DObject.zip,,,,https://b2b.triconville.com/media/cache/attachment/resize/647/product_gallery_main/633a8f9c74018459853798.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,633a8f9c74018459853798.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/633a8f9c74018459853798.jpg
CT-10-TK,Facile Coffee Table,configurable,B2B,Enabled,Facile_Coffee_Table_3D.zip,Facile_Coffee_Table_3DObject.zip,,,,https://b2b.triconville.com/media/cache/attachment/resize/1031/product_gallery_main/5caeac0695bd7280215650.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,5caeac0695bd7280215650.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/5caeac0695bd7280215650.jpg
BT-01-TK,Golyam Round Bistro Table,configurable,B2B Dezign,Enabled,,Golyam_Round_Bistro_Table_3DObject.zip,,,,https://b2b.triconville.com/media/cache/attachment/resize/992/product_gallery_main/5caea48f774d2568930822.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,5caea48f774d2568930822.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/5caea48f774d2568930822.jpg
BT-03-TK,Fort Square Bistro Table,configurable,B2B Dezign,Enabled,Fort_Square_Bistro_Table_3D.zip,Fort_Square_Bistro_Table_3DObject.zip,,,,https://b2b.triconville.com/media/cache/attachment/resize/993/product_gallery_main/5caea4f9c8c84944931336.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,5caea4f9c8c84944931336.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/5caea4f9c8c84944931336.jpg
BT-04-TK,Velik Square Bistro Table,configurable,B2B,Enabled,Velik_Square_Bistro_Table_3D.zip,Velik_Square_Bistro_Table_3DObject.zip,,,,https://b2b.triconville.com/media/cache/attachment/resize/996/product_gallery_main/5caea59dbc055985576867.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,5caea59dbc055985576867.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/5caea59dbc055985576867.jpg
MLN-02,Bowline Love Seater,configurable,B2B,Enabled,,,,,,https://b2b.triconville.com/media/cache/attachment/resize/674/product_gallery_main/5cac15c7f0488579679339.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,5cac15c7f0488579679339.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/5cac15c7f0488579679339.jpg
MLN-03,Bowline Right Seater XL,configurable,B2B,Enabled,,,,,,https://b2b.triconville.com/media/cache/attachment/resize/679/product_gallery_main/5cac164ecc56c405715332.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,5cac164ecc56c405715332.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/5cac164ecc56c405715332.jpg
MLN-04,Bowline Left Seater XL,configurable,B2B,Enabled,,,,,,https://b2b.triconville.com/media/cache/attachment/resize/685/product_gallery_main/5cac16974ed09740197785.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,5cac16974ed09740197785.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/5cac16974ed09740197785.jpg
MLN-05,Bowline Corner,configurable,B2B,Enabled,,,,,,https://b2b.triconville.com/media/cache/attachment/resize/691/product_gallery_main/5cac16f5a4898692579138.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,5cac16f5a4898692579138.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/5cac16f5a4898692579138.jpg
MLN-06,Bowline Ottoman,configurable,B2B,Enabled,,,,,,https://b2b.triconville.com/media/cache/attachment/resize/695/product_gallery_main/5cac175a1a02a374405908.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,5cac175a1a02a374405908.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/5cac175a1a02a374405908.jpg
MLN-07,Bowline Coffee Table,configurable,B2B,Enabled,Bowline_Coffee_Table_3D.zip,Bowline_Coffee_Table_3DObject.zip,,,,https://b2b.triconville.com/media/cache/attachment/resize/699/product_gallery_main/5cac1a85c2134118276398.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,5cac1a85c2134118276398.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/5cac1a85c2134118276398.jpg
MLN-08,Bowline Side Table,configurable,B2B,Enabled,Bowline_Side_Table_3D.zip,Bowline_Side_Table_3DObject.zip,,,,https://b2b.triconville.com/media/cache/attachment/resize/703/product_gallery_main/633fd05028ca2705110439.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,633fd05028ca2705110439.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/633fd05028ca2705110439.jpg
COR-06,Corda Swing Chair,configurable,B2B,Enabled,Corda_Swing_Chair_3D.zip,,,,,https://b2b.triconville.com/media/cache/attachment/resize/1103/product_gallery_main/6348e1347c596196589168.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,6348e1347c596196589168.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/6348e1347c596196589168.jpg
LSE-04,Lisse Middle Seat,configurable,B2B Dezign,Enabled,Lisse_Middle_Seater_3D.zip,Lisse_Middle_Seater_3DObject.zip,,,,https://dezigndistrict.com/pub/media/catalog/product/l/i/lisse-middle-dims_1.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,lisse-middle-dims_1.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/lisse-middle-dims_1.jpg
LSE-10,Lisse Low Table,configurable,B2B Dezign,Enabled,Lisse_Low_Table_3D.zip,Lisse_Low_Table_3DObject.zip,,,,https://b2b.triconville.com/media/cache/attachment/resize/5957/product_gallery_main/63452ca953663139880450.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,63452ca953663139880450.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/63452ca953663139880450.jpg
SVE-02,Suave Left Hand Seater,configurable,B2B Dezign,Enabled,Suave_2_Seater_3D.zip,Suave_2_Seater_3DObject.zip,,,,https://b2b.triconville.com/media/cache/attachment/resize/651/product_gallery_main/633ba2c5d1362715284647.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,633ba2c5d1362715284647.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/633ba2c5d1362715284647.jpg
SVE-03,Suave Right Hand Seater,configurable,B2B Dezign,Enabled,Suave_3_Seater_3D.zip,Suave_3_Seater_3DObject.zip,,Suave_3_Seater_sketchup.zip,,https://b2b.triconville.com/media/cache/attachment/resize/655/product_gallery_main/633ba23b7c09c181447553.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,633ba23b7c09c181447553.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/633ba23b7c09c181447553.jpg
SVE-04,Suave Middle Seater,configurable,B2B Dezign,Enabled,Suave_Middle_Seater_3D.zip,Suave_Middle_Seater_3DObject.zip,,,,https://b2b.triconville.com/media/cache/attachment/resize/659/product_gallery_main/633ba2800818a329583530.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,633ba2800818a329583530.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/633ba2800818a329583530.jpg
SVE-05,Suave Ottoman,configurable,B2B Dezign,Enabled,Suave_Ottoman_3D.zip,Suave_Ottoman_3DObject.zip,,,,https://b2b.triconville.com/media/cache/attachment/resize/663/product_gallery_main/6336a184ec5be143522720.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,6336a184ec5be143522720.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/6336a184ec5be143522720.jpg
SVE-07,Suave Low Table,configurable,B2B,Enabled,Suave_Low_Table_3D.zip,Suave_Low_Table_3DObject.zip,,,,https://b2b.triconville.com/media/cache/attachment/resize/6622/product_gallery_main/633fed6b759c3016681271.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,633fed6b759c3016681271.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/633fed6b759c3016681271.jpg
RT-03-TK,Jardin Round Dining Table 190,configurable,B2B,Enabled,Jardin_Round_Dining_Table_190_3D.rar,Jardin_Round_Dining_Table_190_3DObject.obj,,,,https://b2b.triconville.com/media/cache/attachment/resize/1019/product_gallery_main/5caeaa5040cd6074685592.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,5caeaa5040cd6074685592.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/5caeaa5040cd6074685592.jpg
CT-07-TK,Colline Square Coffee Table,configurable,B2B,Enabled,Fidele_Coffee_Table_3D.zip,Fidele_Coffee_Table_3DObject.zip,,,,https://b2b.triconville.com/media/cache/attachment/resize/1034/product_gallery_main/5caeac6278b21235679417.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,5caeac6278b21235679417.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/5caeac6278b21235679417.jpg
ST-07-TK,Fidele Side Table,configurable,B2B,Enabled,Fidele_Side_Table_3D.zip,Fidele_Side_Table_3DObject.zip,,,,https://b2b.triconville.com/media/cache/attachment/resize/1037/product_gallery_main/5caeacbb8d8f6415426658.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,5caeacbb8d8f6415426658.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/5caeacbb8d8f6415426658.jpg
CT-01-TK,Montana Coffee Table,configurable,B2B,Enabled,Montana_Coffee_Table_3D.zip,Montana_Coffee_Table_3DObject.zip,,,,https://b2b.triconville.com/media/cache/attachment/resize/1040/product_gallery_main/5d2d3c5120cbf980178271.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,5d2d3c5120cbf980178271.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/5d2d3c5120cbf980178271.jpg
ST-05-TK,Montana Side Table,configurable,B2B,Enabled,Montana_Side_Table_3D.zip,Montana_Side_Table_3DObject.zip,,,,https://b2b.triconville.com/media/cache/attachment/resize/1043/product_gallery_main/633fcff658210990122491.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,633fcff658210990122491.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/633fcff658210990122491.jpg
CT-04-TK,Vente Coffee Table,configurable,B2B,Enabled,Vente_Coffee_Table_3D.zip,Vente_Coffee_Table_3DObject.zip,,,,https://b2b.triconville.com/media/cache/attachment/resize/1046/product_gallery_main/5caeae4bdceb6022021645.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,5caeae4bdceb6022021645.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/5caeae4bdceb6022021645.jpg
CT-08-TK,Colline Round Coffee Table,configurable,B2B,Enabled,Colline_Coffee_Table_3D.zip,Colline_Coffee_Table_3DObject.zip,,,,https://b2b.triconville.com/media/cache/attachment/resize/1049/product_gallery_main/5caeae8d3649e066402842.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,5caeae8d3649e066402842.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/5caeae8d3649e066402842.jpg
ST-08-TK,Colline Side Table,configurable,B2B,Enabled,Colline_Side_Table_3D.zip,Colline_Side_Table_3DObject.zip,,,,https://b2b.triconville.com/media/cache/attachment/resize/1051/product_gallery_main/5caeaec240f61243323960.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,5caeaec240f61243323960.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/5caeaec240f61243323960.jpg
ST-10-TK,Facile Side Table 50 cm,configurable,B2B,Enabled,Facile_Side_Table_50_cm_3D.zip,Facile_Side_Table_50_cm_3DObject.zip,,,,https://b2b.triconville.com/media/cache/attachment/resize/1053/product_gallery_main/633fcfcf25dc4222482762.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,633fcfcf25dc4222482762.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/633fcfcf25dc4222482762.jpg
DT-240MON,Monza Dining Table 240,configurable,B2B,Enabled,Monza_Dining_Table_240_3D.zip,Monza_Dining_Table_240_3DObject.zip,,,,https://b2b.triconville.com/media/cache/attachment/resize/1025/product_gallery_main/6343ca8527578723233948.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,6343ca8527578723233948.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/6343ca8527578723233948.jpg
DT-300MON,Monza Dining Table 300,configurable,B2B,Enabled,Monza_Dining_Table_300_3D.zip,Monza_Dining_Table_300_3DObject.zip,,,,https://b2b.triconville.com/media/cache/attachment/resize/1028/product_gallery_main/6343ca940ba6e435245957.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,6343ca940ba6e435245957.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/6343ca940ba6e435245957.jpg
BT-05-TK,Montana Square Bistro Table,configurable,B2B,Enabled,Montana_Square_Bistro_Table_3D.zip,Montana_Square_Bistro_Table_3DObject.zip,,,,https://b2b.triconville.com/media/cache/attachment/resize/998/product_gallery_main/5d25874c3bfe7174831315.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,5d25874c3bfe7174831315.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/5d25874c3bfe7174831315.jpg
BT-07-TK,Colline Square Bistro Table,configurable,B2B Dezign,Enabled,Fidele_Square_Bistro_Table_3D.zip,Fidele_Square_Bistro_Table_3DObject.zip,,,,https://b2b.triconville.com/media/cache/attachment/resize/1001/product_gallery_main/5caea61c8e35d578854512.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,5caea61c8e35d578854512.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/5caea61c8e35d578854512.jpg
BT-08-TK,Colline Round Bistro Table,configurable,B2B Dezign,Enabled,Colline_Round_Bistro_Table_3D.zip,Colline_Round_Bistro_Table_3DObject.zip,,,,https://b2b.triconville.com/media/cache/attachment/resize/1004/product_gallery_main/5caea6644ce6d850174543.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,5caea6644ce6d850174543.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/5caea6644ce6d850174543.jpg
LT-05-TK,Montana Square Lounge Table,configurable,B2B,Enabled,Montana_Square_Lounge_Table_3D.zip,Montana_Square_Lounge_Table_3DObject.zip,,,,https://b2b.triconville.com/media/cache/attachment/resize/1006/product_gallery_main/5d2d378d550bf800221564.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,5d2d378d550bf800221564.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/5d2d378d550bf800221564.jpg
LT-07-TK,Colline Square Lounge Table,configurable,B2B,Enabled,Fidele_Square_Lounge_Table_3D.zip,Fidele_Square_Lounge_Table_3DObject.zip,,,,https://b2b.triconville.com/media/cache/attachment/resize/1009/product_gallery_main/5caea755660f7982877165.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,5caea755660f7982877165.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/5caea755660f7982877165.jpg
LT-08-TK,Colline Round Lounge Table,configurable,B2B,Enabled,Colline_Round_Lounge_Table_3D.zip,Colline_Round_Lounge_Table_3DObject.zip,,,,https://b2b.triconville.com/media/cache/attachment/resize/1012/product_gallery_main/5caea84576a4a418866876.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,5caea84576a4a418866876.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/5caea84576a4a418866876.jpg
ET-02-TK,Forza Extension Table,configurable,B2B,Enabled,Forza_Extension_Table_3D.zip,Forza_Extension_Table_3DObject.zip,,,,https://b2b.triconville.com/media/cache/attachment/resize/1108/product_gallery_main/5cb57fbb1ea0d583453654.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,5cb57fbb1ea0d583453654.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/5cb57fbb1ea0d583453654.jpg
LDB-01,Luxe Daybed,configurable,B2B Dezign,Enabled,Luxe_Daybed_3D.zip,Luxe_Daybed_3DObject.zip,,,,https://b2b.triconville.com/media/cache/attachment/resize/1080/product_gallery_main/60cac3dca7ea4617329711.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,60cac3dca7ea4617329711.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/60cac3dca7ea4617329711.jpg
LST-01,Luxe Daybed Side Table,configurable,B2B,Enabled,,,,,,https://b2b.triconville.com/media/cache/attachment/resize/1155/product_gallery_main/5cbffc26d8d86806394914.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,5cbffc26d8d86806394914.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/5cbffc26d8d86806394914.jpg
CAB-L-01,Cabana L,configurable,B2B,Enabled,Cabana_L_3D.zip,Cabana_L_3DObject.zip,,,,https://b2b.triconville.com/media/cache/attachment/resize/1084/product_gallery_main/5caeea2cc05bd254518381.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,5caeea2cc05bd254518381.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/5caeea2cc05bd254518381.jpg
